crime,charles,nox,rooms,age,distance,poor,value
1.387989998,0,0.537999988,5.949999809,82,3.99000001,27.70999908,13.19999981
1.151720047,0,0.537999988,5.701000214,95,3.787199974,18.35000038,13.10000038
1.612820029,0,0.537999988,6.096000195,96.90000153,3.759799957,20.34000015,13.5
0.064170003,0,0.499000013,5.933000088,68.19999695,3.360300064,9.680000305,18.89999962
0.097439997,0,0.499000013,5.84100008,61.40000153,3.377899885,11.40999985,20
0.080140002,0,0.499000013,5.849999905,41.5,3.934200048,8.770000458,21
0.175050005,0,0.499000013,5.96600008,30.20000076,3.847300053,10.13000011,24.70000076
0.027629999,0,0.428000003,6.59499979,21.79999924,5.401100159,4.320000172,30.79999924
0.03359,0,0.428000003,7.024000168,15.80000019,5.401100159,1.980000019,34.90000153
0.127440006,0,0.448000014,6.769999981,2.900000095,5.720900059,4.840000153,26.60000038
0.141499996,0,0.448000014,6.169000149,6.599999905,5.720900059,5.809999943,25.29999924
0.159360006,0,0.448000014,6.210999966,6.5,5.720900059,7.440000057,24.70000076
0.12269,0,0.448000014,6.068999767,40,5.720900059,9.550000191,21.20000076
0.171419993,0,0.448000014,5.68200016,33.79999924,5.100399971,10.21000004,19.29999924
0.188360006,0,0.448000014,5.785999775,33.29999924,5.100399971,14.14999962,20
0.229269996,0,0.448000014,6.03000021,85.5,5.689400196,18.79999924,16.60000038
0.25387001,0,0.448000014,5.399000168,95.30000305,5.869999886,30.80999947,14.39999962
0.219769999,0,0.448000014,5.602000237,62,6.08769989,16.20000076,19.39999962
0.08873,0,0.43900001,5.962999821,45.70000076,6.814700127,13.44999981,19.70000076
0.043370001,0,0.43900001,6.114999771,63,6.814700127,9.430000305,20.5
0.053599998,0,0.43900001,6.511000156,21.10000038,6.814700127,5.28000021,25
0.04981,0,0.43900001,5.998000145,21.39999962,6.814700127,8.430000305,23.39999962
0.0136,0,0.409999996,5.888000011,47.59999847,7.319699764,14.80000019,18.89999962
0.01311,0,0.402999997,7.249000072,21.89999962,8.69659996,4.809999943,35.40000153
0.02055,0,0.409999996,6.382999897,35.70000076,9.187600136,5.769999981,24.70000076
0.01432,0,0.411000013,6.815999985,40.5,8.324799538,3.950000048,31.60000038
0.154449999,0,0.453000009,6.144999981,29.20000076,7.814799786,6.860000134,23.29999924
0.10328,0,0.453000009,5.927000046,47.20000076,6.93200016,9.220000267,19.60000038
0.149320006,0,0.453000009,5.741000175,66.19999695,7.225399971,13.14999962,18.70000076
0.171709999,0,0.453000009,5.96600008,93.40000153,6.818500042,14.43999958,16
0.110270001,0,0.453000009,6.455999851,67.80000305,7.225500107,6.730000019,22.20000076
0.126499996,0,0.453000009,6.762000084,43.40000153,7.980899811,9.5,25
0.019509999,0,0.416099995,7.104000092,59.5,9.222900391,8.050000191,33
0.035840001,0,0.398000002,6.289999962,17.79999924,6.611499786,4.670000076,23.5
0.043790001,0,0.398000002,5.787000179,31.10000038,6.611499786,10.23999977,19.39999962
0.057890002,0,0.409000009,5.877999783,21.39999962,6.498000145,8.100000381,22
0.135539994,0,0.409000009,5.593999863,36.79999924,6.498000145,13.09000015,17.39999962
0.12816,0,0.409000009,5.885000229,33,6.498000145,8.789999962,20.89999962
0.088260002,0,0.412999988,6.416999817,6.599999905,5.28730011,6.71999979,24.20000076
0.158759996,0,0.412999988,5.960999966,17.5,5.28730011,9.880000114,21.70000076
0.091640003,0,0.412999988,6.065000057,7.800000191,5.28730011,5.519999981,22.79999924
0.195390001,0,0.412999988,6.244999886,6.199999809,5.28730011,7.539999962,23.39999962
0.078960001,0,0.437000006,6.272999763,6,4.25150013,6.78000021,24.10000038
0.095119998,0,0.437000006,6.285999775,45,4.502600193,8.93999958,21.39999962
0.101530001,0,0.437000006,6.278999805,74.5,4.052199841,11.97000027,20
0.087070003,0,0.437000006,6.139999866,45.79999924,4.090499878,10.27000046,20.79999924
0.056460001,0,0.437000006,6.231999874,53.70000076,5.014100075,12.34000015,21.20000076
0.083870001,0,0.437000006,5.874000072,36.59999847,4.502600193,9.100000381,20.29999924
0.041129999,0,0.425999999,6.727000237,33.5,5.400700092,5.289999962,28
0.04462,0,0.425999999,6.618999958,70.40000153,5.400700092,7.21999979,23.89999962
0.036589999,0,0.425999999,6.302000046,32.20000076,5.400700092,6.71999979,24.79999924
0.03551,0,0.425999999,6.166999817,46.70000076,5.400700092,7.510000229,22.89999962
0.050590001,0,0.449000001,6.388999939,48,4.779399872,9.619999886,23.89999962
0.057349999,0,0.449000001,6.630000114,56.09999847,4.437699795,6.53000021,26.60000038
0.051879998,0,0.449000001,6.014999866,45.09999847,4.427199841,12.85999966,22.5
0.071510002,0,0.449000001,6.120999813,56.79999924,3.747600079,8.43999958,22.20000076
0.056600001,0,0.488999993,7.006999969,86.30000305,3.421700001,5.5,23.60000038
0.05302,0,0.488999993,7.078999996,63.09999847,3.414499998,5.699999809,28.70000076
0.046840001,0,0.488999993,6.416999817,66.09999847,3.092299938,8.81000042,22.60000038
0.03932,0,0.488999993,6.40500021,73.90000153,3.092099905,8.199999809,22
0.042029999,0,0.463999987,6.441999912,53.59999847,3.665899992,8.159999847,22.89999962
0.028750001,0,0.463999987,6.210999966,28.89999962,3.665899992,6.210000038,25
0.042939998,0,0.463999987,6.249000072,77.30000305,3.61500001,10.59000015,20.60000038
0.122040004,0,0.444999993,6.625,57.79999924,3.495199919,6.650000095,28.39999962
0.115039997,0,0.444999993,6.163000107,69.59999847,3.495199919,11.34000015,21.39999962
0.120829999,0,0.444999993,8.069000244,76,3.495199919,4.210000038,38.70000076
0.081869997,0,0.444999993,7.820000172,36.90000153,3.495199919,3.569999933,43.79999924
0.068599999,0,0.444999993,7.415999889,62.5,3.495199919,6.190000057,33.20000076
0.148660004,0,0.519999981,6.727000237,79.90000153,2.777800083,9.420000076,27.5
0.114320002,0,0.519999981,6.781000137,71.30000305,2.856100082,7.670000076,26.5
0.228760004,0,0.519999981,6.40500021,85.40000153,2.714699984,10.63000011,18.60000038
0.211610004,0,0.519999981,6.137000084,87.40000153,2.714699984,13.43999958,19.29999924
0.139599994,0,0.519999981,6.166999817,90,2.421000004,12.32999992,20.10000038
0.132620007,0,0.519999981,5.850999832,96.69999695,2.106899977,16.46999931,19.5
0.171200007,0,0.519999981,5.835999966,91.90000153,2.210999966,18.65999985,19.5
0.131170005,0,0.519999981,6.126999855,85.19999695,2.122400045,14.09000015,20.39999962
0.128020003,0,0.519999981,6.473999977,97.09999847,2.432899952,12.27000046,19.79999924
0.263630003,0,0.519999981,6.229000092,91.19999695,2.545099974,15.55000019,19.39999962
0.107929997,0,0.519999981,6.195000172,54.40000153,2.777800083,13,21.70000076
0.100840002,0,0.546999991,6.715000153,81.59999847,2.67750001,10.15999985,22.79999924
0.123290002,0,0.546999991,5.913000107,92.90000153,2.353399992,16.20999908,18.79999924
0.222120002,0,0.546999991,6.092000008,95.40000153,2.548000097,17.09000015,18.70000076
0.142309994,0,0.546999991,6.254000187,84.19999695,2.256500006,10.44999981,18.5
0.171340004,0,0.546999991,5.927999973,88.19999695,2.463099957,15.76000023,18.29999924
0.131579995,0,0.546999991,6.176000118,72.5,2.730099916,12.03999996,21.20000076
0.150979996,0,0.546999991,6.020999908,82.59999847,2.747400045,10.30000019,19.20000076
0.130579993,0,0.546999991,5.872000217,73.09999847,2.477499962,15.36999989,20.39999962
0.144759998,0,0.546999991,5.730999947,65.19999695,2.759200096,13.60999966,19.29999924
0.06899,0,0.58099997,5.869999886,69.69999695,2.257699966,14.36999989,22
0.071649998,0,0.58099997,6.004000187,84.09999847,2.197400093,14.27000046,20.29999924
0.092990004,0,0.58099997,5.960999966,92.90000153,2.086899996,17.93000031,20.5
0.15038,0,0.58099997,5.855999947,97,1.944399953,25.40999985,17.29999924
0.09849,0,0.58099997,5.879000187,95.80000305,2.006299973,17.57999992,18.79999924
0.169019997,0,0.58099997,5.986000061,88.40000153,1.992900014,14.81000042,21.39999962
0.387349993,0,0.58099997,5.612999916,95.59999847,1.757200003,27.26000023,15.69999981
0.259149998,0,0.624000013,5.69299984,96,1.788300037,17.19000053,16.20000076
0.325430006,0,0.624000013,6.431000233,98.80000305,1.8125,15.39000034,18
0.881250024,0,0.624000013,5.637000084,94.69999695,1.979900002,18.34000015,14.30000019
0.340059996,0,0.624000013,6.458000183,98.90000153,2.118499994,12.60000038,19.20000076
1.192939997,0,0.624000013,6.326000214,97.69999695,2.270999908,12.26000023,19.60000038
0.590049982,0,0.624000013,6.372000217,97.90000153,2.327399969,11.11999989,23
0.329820007,0,0.624000013,5.822000027,95.40000153,2.469899893,15.02999973,18.39999962
0.976170003,0,0.624000013,5.756999969,98.40000153,2.345999956,17.30999947,15.60000038
0.557780027,0,0.624000013,6.335000038,98.19999695,2.110699892,16.95999908,18.10000038
0.322640002,0,0.624000013,5.941999912,93.5,1.966899991,16.89999962,17.39999962
0.352329999,0,0.624000013,6.453999996,98.40000153,1.849799991,14.59000015,17.10000038
0.249799997,0,0.624000013,5.856999874,98.19999695,1.668599963,21.31999969,13.30000019
0.54452002,0,0.624000013,6.151000023,97.90000153,1.66869998,18.45999908,17.79999924
0.290899992,0,0.624000013,6.173999786,93.59999847,1.611899972,24.15999985,14
1.628640056,0,0.624000013,5.019000053,100,1.439399958,34.40999985,14.39999962
3.321049929,1,0.870999992,5.402999878,100,1.32159996,26.81999969,13.39999962
4.097400188,0,0.870999992,5.467999935,100,1.411800027,26.42000008,15.60000038
2.779740095,0,0.870999992,4.902999878,97.80000305,1.345900059,29.29000092,11.80000019
2.379339933,0,0.870999992,6.130000114,100,1.419100046,27.79999924,13.80000019
2.155050039,0,0.870999992,5.627999783,100,1.516600013,16.64999962,15.60000038
2.368619919,0,0.870999992,4.926000118,95.69999695,1.460800052,29.53000069,14.60000038
2.330990076,0,0.870999992,5.18599987,93.80000305,1.529600024,28.31999969,17.79999924
2.733969927,0,0.870999992,5.597000122,94.90000153,1.525699973,21.45000076,15.39999962
1.656599998,0,0.870999992,6.122000217,97.30000305,1.618000031,14.10000038,21.5
1.496320009,0,0.870999992,5.403999805,100,1.591599941,13.27999973,19.60000038
1.12658,1,0.870999992,5.012000084,88,1.610200047,12.11999989,15.30000019
2.149179935,0,0.870999992,5.709000111,98.5,1.623200059,15.78999996,19.39999962
1.41384995,1,0.870999992,6.129000187,96,1.74940002,15.11999989,17
3.535010099,1,0.870999992,6.15199995,82.59999847,1.745499969,15.02000046,15.60000038
2.446680069,0,0.870999992,5.271999836,94,1.736400008,16.13999939,13.10000038
1.223580003,0,0.605000019,6.94299984,97.40000153,1.877300024,4.590000153,41.29999924
1.342839956,0,0.605000019,6.065999985,100,1.757300019,6.429999828,24.29999924
1.425019979,0,0.870999992,6.510000229,100,1.765900016,7.389999866,23.29999924
1.273460031,1,0.605000019,6.25,92.59999847,1.798400044,5.5,27
1.463359952,0,0.605000019,7.488999844,90.80000305,1.970900059,1.730000019,50
1.833770037,1,0.605000019,7.802000046,98.19999695,2.040699959,1.919999957,50
1.519019961,1,0.605000019,8.375,93.90000153,2.161999941,3.319999933,50
2.242360115,0,0.605000019,5.854000092,91.80000305,2.421999931,11.64000034,22.70000076
2.924000025,0,0.605000019,6.100999832,93,2.283400059,9.81000042,25
2.01019001,0,0.605000019,7.928999901,96.19999695,2.045900106,3.700000048,50
1.800279975,0,0.605000019,5.876999855,79.19999695,2.425899982,12.14000034,23.79999924
2.300400019,0,0.605000019,6.318999767,96.09999847,2.099999905,11.10000038,23.79999924
2.449529886,0,0.605000019,6.40199995,95.19999695,2.262500048,11.31999969,22.29999924
1.207419991,0,0.605000019,5.875,94.59999847,2.425899982,14.43000031,17.39999962
2.313899994,0,0.605000019,5.880000114,97.30000305,2.388700008,12.02999973,19.10000038
0.139139995,0,0.50999999,5.572000027,88.5,2.596100092,14.68999958,23.10000038
0.091779999,0,0.50999999,6.415999889,84.09999847,2.646300077,9.039999962,23.60000038
0.084469996,0,0.50999999,5.859000206,68.69999695,2.701900005,9.640000343,22.60000038
0.066639997,0,0.50999999,6.546000004,33.09999847,3.1322999,5.329999924,29.39999962
0.070220001,0,0.50999999,6.019999981,47.20000076,3.554899931,10.10999966,23.20000076
0.054249998,0,0.50999999,6.315000057,73.40000153,3.317500114,6.289999962,24.60000038
0.066419996,0,0.50999999,6.860000134,74.40000153,2.915299892,6.920000076,29.89999962
0.057799999,0,0.488000005,6.980000019,58.40000153,2.828999996,5.039999962,37.20000076
0.065880001,0,0.488000005,7.764999866,83.30000305,2.740999937,7.559999943,39.79999924
0.068879999,0,0.488000005,6.144000053,62.20000076,2.597899914,9.449999809,36.20000076
0.091030002,0,0.488000005,7.15500021,92.19999695,2.700599909,4.820000172,37.90000153
0.100079998,0,0.488000005,6.563000202,95.59999847,2.846999884,5.679999828,32.5
0.083080001,0,0.488000005,5.604000092,89.80000305,2.987900019,13.97999954,26.39999962
0.06047,0,0.488000005,6.152999878,68.80000305,3.279700041,13.14999962,29.60000038
0.056019999,0,0.488000005,7.830999851,53.59999847,3.199199915,4.449999809,50
0.078749999,0,0.437000006,6.782000065,41.09999847,3.788599968,6.679999828,32
0.12579,0,0.437000006,6.556000233,29.10000038,4.566699982,4.559999943,29.79999924
0.083700001,0,0.437000006,7.184999943,38.90000153,4.566699982,5.389999866,34.90000153
0.090680003,0,0.437000006,6.951000214,21.5,6.479800224,5.099999905,37
0.069109999,0,0.437000006,6.738999844,30.79999924,6.479800224,4.690000057,30.5
0.08664,0,0.437000006,7.177999973,26.29999924,6.479800224,2.869999886,36.40000153
0.02187,0,0.400999993,6.800000191,9.899999619,6.219600201,5.03000021,31.10000038
0.01439,0,0.400999993,6.604000092,18.79999924,6.219600201,4.380000114,29.10000038
0.01381,0,0.421999991,7.875,32,5.64839983,2.970000029,50
0.040109999,0,0.404000014,7.287000179,34.09999847,7.309000015,4.079999924,33.29999924
0.046659999,0,0.404000014,7.106999874,36.59999847,7.309000015,8.609999657,30.29999924
0.03768,0,0.404000014,7.274000168,38.29999924,7.309000015,6.619999886,34.59999847
0.031500001,0,0.402999997,6.974999905,15.30000019,7.653399944,4.559999943,34.90000153
0.01778,0,0.402999997,7.135000229,13.89999962,7.653399944,4.449999809,32.90000153
0.034449998,0,0.414999992,6.162000179,38.40000153,6.269999981,7.429999828,24.10000038
0.02177,0,0.414999992,7.610000134,15.69999981,6.269999981,3.109999895,42.29999924
0.035100002,0,0.416099995,7.853000164,33.20000076,5.118000031,3.809999943,48.5
0.020090001,0,0.416099995,8.034000397,31.89999962,5.118000031,2.880000114,50
0.136419997,0,0.488999993,5.890999794,22.29999924,3.9454,10.86999989,22.60000038
0.22969,0,0.488999993,6.326000214,52.5,4.354899883,10.97000027,24.39999962
0.25198999,0,0.488999993,5.782999992,72.69999695,4.354899883,18.05999947,22.5
0.135869995,1,0.488999993,6.06400013,59.09999847,4.239200115,14.65999985,24.39999962
0.435710013,1,0.488999993,5.343999863,100,3.875,23.09000015,20
0.174459994,1,0.488999993,5.960000038,92.09999847,3.877099991,17.27000046,21.70000076
0.375779986,1,0.488999993,5.403999805,88.59999847,3.664999962,23.97999954,19.29999924
0.217189997,1,0.488999993,5.80700016,53.79999924,3.65260005,16.03000069,22.39999962
0.140520006,0,0.488999993,6.375,32.29999924,3.9454,9.380000114,28.10000038
0.289550006,0,0.488999993,5.412000179,9.800000191,3.587500095,29.54999924,23.70000076
0.198019996,0,0.488999993,6.18200016,42.40000153,3.9454,9.470000267,25
0.045600001,1,0.550000012,5.888000011,56,3.112099886,13.51000023,23.29999924
0.070129998,0,0.550000012,6.642000198,85.09999847,3.421099901,9.68999958,28.70000076
0.110689998,1,0.550000012,5.951000214,93.80000305,2.889300108,17.92000008,21.5
0.114249997,1,0.550000012,6.373000145,92.40000153,3.363300085,10.5,23
0.358090013,1,0.507000029,6.951000214,88.5,2.861700058,9.710000038,26.70000076
0.407709986,1,0.507000029,6.164000034,91.30000305,3.048000097,21.45999908,21.70000076
0.623560011,1,0.507000029,6.879000187,77.69999695,3.272099972,9.930000305,27.5
0.614700019,0,0.507000029,6.618000031,80.80000305,3.272099972,7.599999905,30.10000038
0.315329999,0,0.504000008,8.265999794,78.30000305,2.894399881,4.139999866,44.79999924
0.526929975,0,0.504000008,8.725000381,83,2.894399881,4.630000114,50
0.382140011,0,0.504000008,8.039999962,86.5,3.215699911,3.130000114,37.59999847
0.41238001,0,0.504000008,7.163000107,79.90000153,3.215699911,6.360000134,31.60000038
0.298189998,0,0.504000008,7.68599987,17,3.375099897,3.920000076,46.70000076
0.441780001,0,0.504000008,6.552000046,21.39999962,3.375099897,3.75999999,31.5
0.537,0,0.504000008,5.980999947,68.09999847,3.671499968,11.64999962,24.29999924
0.462960005,0,0.504000008,7.412000179,76.90000153,3.671499968,5.25,31.70000076
0.575290024,0,0.507000029,8.336999893,73.30000305,3.838399887,2.470000029,41.70000076
0.331470013,0,0.507000029,8.246999741,70.40000153,3.651900053,3.950000048,48.29999924
0.447910011,1,0.507000029,6.725999832,66.5,3.651900053,8.050000191,29
0.330449998,0,0.507000029,6.085999966,61.5,3.651900053,10.88000011,24
0.520579994,1,0.507000029,6.631000042,76.5,4.147999763,9.539999962,25.10000038
0.511829972,0,0.507000029,7.357999802,71.59999847,4.147999763,4.730000019,31.5
0.082439996,0,0.428000003,6.480999947,18.5,6.189899921,6.360000134,23.70000076
0.092519999,0,0.428000003,6.605999947,42.20000076,6.189899921,7.369999886,23.29999924
0.113289997,0,0.428000003,6.896999836,54.29999924,6.336100101,11.38000011,22
0.106119998,0,0.428000003,6.09499979,65.09999847,6.336100101,12.39999962,20.10000038
0.102899998,0,0.428000003,6.357999802,52.90000153,7.03550005,11.22000027,22.20000076
0.127570003,0,0.428000003,6.393000126,7.800000191,7.03550005,5.190000057,23.70000076
0.206080005,0,0.430999994,5.592999935,76.5,7.954899788,12.5,17.60000038
0.191330001,0,0.430999994,5.605000019,70.19999695,7.954899788,18.45999908,18.5
0.339830011,0,0.430999994,6.107999802,34.90000153,8.055500031,9.159999847,24.29999924
0.196569994,0,0.430999994,6.225999832,79.19999695,8.055500031,10.14999962,20.5
0.164389998,0,0.430999994,6.433000088,49.09999847,7.826499939,9.520000458,24.5
0.190730006,0,0.430999994,6.717999935,17.5,7.826499939,6.559999943,26.20000076
0.140300006,0,0.430999994,6.486999989,13,7.396699905,5.900000095,24.39999962
0.214090005,0,0.430999994,6.438000202,8.899999619,7.396699905,3.589999914,24.79999924
0.082209997,0,0.430999994,6.956999779,6.800000191,8.906700134,3.529999971,29.60000038
0.368939996,0,0.430999994,8.258999825,8.399999619,8.906700134,3.539999962,42.79999924
0.048190001,0,0.39199999,6.107999802,32,9.220299721,6.570000172,21.89999962
0.03548,0,0.39199999,5.875999928,19.10000038,9.220299721,9.25,20.89999962
0.01538,0,0.393999994,7.453999996,34.20000076,6.336100101,3.109999895,44
0.61154002,0,0.647000015,8.704000473,86.90000153,1.800999999,5.119999886,50
0.663510025,0,0.647000015,7.333000183,100,1.894600034,7.789999962,36
0.656650007,0,0.647000015,6.842000008,100,2.010699987,6.900000095,30.10000038
0.540109992,0,0.647000015,7.203000069,81.80000305,2.112099886,9.590000153,33.79999924
0.534120023,0,0.647000015,7.519999981,89.40000153,2.139800072,7.260000229,43.09999847
0.520139992,0,0.647000015,8.397999763,91.5,2.288500071,5.909999847,48.79999924
0.825259984,0,0.647000015,7.327000141,94.5,2.078799963,11.25,31
0.550069988,0,0.647000015,7.205999851,91.59999847,1.930099964,8.100000381,36.5
0.761619985,0,0.647000015,5.559999943,62.79999924,1.986500025,10.44999981,22.79999924
0.785700023,0,0.647000015,7.013999939,84.59999847,2.1329,14.78999996,30.70000076
0.578339994,0,0.574999988,8.296999931,67,2.421600103,7.440000057,50
0.540499985,0,0.574999988,7.46999979,52.59999847,2.871999979,3.160000086,43.5
0.09065,1,0.463999987,5.920000076,61.5,3.917500019,13.64999962,20.70000076
0.299160004,0,0.463999987,5.855999947,42.09999847,4.428999901,13,21.10000038
0.162110001,0,0.463999987,6.239999771,16.29999924,4.428999901,6.590000153,25.20000076
0.114600003,0,0.463999987,6.538000107,58.70000076,3.917500019,7.730000019,24.39999962
0.221880004,1,0.463999987,7.690999985,51.79999924,4.366499901,6.579999924,35.20000076
0.056439999,1,0.446999997,6.757999897,32.90000153,4.077600002,3.529999971,32.40000153
0.096040003,0,0.446999997,6.854000092,42.79999924,4.267300129,2.980000019,32
0.10469,1,0.446999997,7.267000198,49,4.787199974,6.050000191,33.20000076
0.061269999,1,0.446999997,6.826000214,27.60000038,4.862800121,4.159999847,33.09999847
0.079779997,0,0.446999997,6.481999874,32.09999847,4.140299797,7.190000057,29.10000038
0.210380003,0,0.442900002,6.811999798,32.20000076,4.100699902,4.849999905,35.09999847
0.035780001,0,0.442900002,7.820000172,64.5,4.694699764,3.75999999,45.40000153
0.037050001,0,0.442900002,6.967999935,37.20000076,5.244699955,4.590000153,35.40000153
0.06129,1,0.442900002,7.644999981,49.70000076,5.211900234,3.00999999,46
0.01501,1,0.400999993,7.922999859,24.79999924,5.885000229,3.160000086,50
0.00906,0,0.400000006,7.087999821,20.79999924,7.307300091,7.849999905,32.20000076
0.01096,0,0.388999999,6.453000069,31.89999962,7.307300091,8.229999542,22
0.019649999,0,0.38499999,6.230000019,31.5,9.08920002,12.93000031,20.10000038
0.038710002,0,0.405000001,6.209000111,31.29999924,7.317200184,7.139999866,23.20000076
0.045899998,0,0.405000001,6.315000057,45.59999847,7.317200184,7.599999905,22.29999924
0.042970002,0,0.405000001,6.565000057,22.89999962,7.317200184,9.510000229,24.79999924
0.035020001,0,0.411000013,6.861000061,27.89999962,5.116700172,3.329999924,28.5
0.07886,0,0.411000013,7.147999763,27.70000076,5.116700172,3.559999943,37.29999924
0.036150001,0,0.411000013,6.630000114,23.39999962,5.116700172,4.699999809,27.89999962
0.082649998,0,0.437000006,6.126999855,18.39999962,5.502699852,8.579999924,23.89999962
0.081990004,0,0.437000006,6.008999825,42.29999924,5.502699852,10.39999962,21.70000076
0.129319996,0,0.437000006,6.677999973,31.10000038,5.960400105,6.269999981,28.60000038
0.053720001,0,0.437000006,6.548999786,51,5.960400105,7.389999866,27.10000038
0.141029999,0,0.437000006,5.789999962,58,6.320000172,15.84000015,20.29999924
0.064659998,0,0.400000006,6.34499979,20.10000038,7.827799797,4.96999979,22.5
0.055610001,0,0.400000006,7.040999889,10,7.827799797,4.739999771,29
0.04417,0,0.400000006,6.870999813,47.40000153,7.827799797,6.070000172,24.79999924
0.03537,0,0.432999998,6.590000153,40.40000153,5.491700172,9.5,22
0.092660002,0,0.432999998,6.494999886,18.39999962,5.491700172,8.670000076,26.39999962
0.100000001,0,0.432999998,6.981999874,17.70000076,5.491700172,4.860000134,33.09999847
0.055149999,0,0.472000003,7.236000061,41.09999847,4.021999836,6.929999828,36.09999847
0.054790001,0,0.472000003,6.616000175,58.09999847,3.369999886,8.930000305,28.39999962
0.075029999,0,0.472000003,7.420000076,71.90000153,3.09920001,6.46999979,33.40000153
0.049320001,0,0.472000003,6.848999977,70.30000305,3.182699919,7.53000021,28.20000076
0.492980003,0,0.54400003,6.635000229,82.5,3.317500114,4.539999962,22.79999924
0.349400014,0,0.54400003,5.972000122,76.69999695,3.102499962,9.970000267,20.29999924
2.635479927,0,0.54400003,4.97300005,37.79999924,2.519399881,12.64000034,16.10000038
0.790409982,0,0.54400003,6.122000217,52.79999924,2.640300035,5.980000019,22.10000038
0.261689991,0,0.54400003,6.022999763,90.40000153,2.834000111,11.72000027,19.39999962
0.269380003,0,0.54400003,6.265999794,82.80000305,3.262799978,7.900000095,21.60000038
0.369199991,0,0.54400003,6.566999912,87.30000305,3.602299929,9.279999733,23.79999924
0.253560007,0,0.54400003,5.704999924,77.69999695,3.944999933,11.5,16.20000076
0.318269998,0,0.54400003,5.914000034,83.19999695,3.998600006,18.32999992,17.79999924
0.245220006,0,0.54400003,5.782000065,71.69999695,4.031700134,15.93999958,19.79999924
0.402020007,0,0.54400003,6.381999969,67.19999695,3.532500029,10.35999966,23.10000038
0.475470006,0,0.54400003,6.112999916,58.79999924,4.001900196,12.72999954,21
0.167600006,0,0.493000001,6.426000118,52.29999924,4.540400028,7.199999809,23.79999924
0.181590006,0,0.493000001,6.375999928,54.29999924,4.540400028,6.869999886,23.10000038
0.351139992,0,0.493000001,6.040999889,49.90000153,4.721099854,7.699999809,20.39999962
0.28391999,0,0.493000001,5.708000183,74.30000305,4.721099854,11.73999977,18.5
0.341089994,0,0.493000001,6.414999962,40.09999847,4.721099854,6.119999886,25
0.191860005,0,0.493000001,6.431000233,14.69999981,5.41590023,5.079999924,24.60000038
0.303469986,0,0.493000001,6.311999798,28.89999962,5.41590023,6.150000095,23
0.241029993,0,0.493000001,6.083000183,43.70000076,5.41590023,12.78999996,22.20000076
0.06617,0,0.460000008,5.868000031,25.79999924,5.214600086,9.970000267,19.29999924
0.06724,0,0.460000008,6.333000183,17.20000076,5.214600086,7.340000153,22.60000038
